"property_id","price"
"d56159653f5d2abc5ed5acd7",888400000
"45550aa81c0151f1fd9fd8fe",706400000
"735deef3382aa15930482f3e",575700000
"0dd49fa8bb7be52b851c6dc9",771200000
"7d3220a91e78f8bc2924d1cd",7.29e+08
"d3054072b2175deec2c1f8dc",607800000
"b7574b06d593fca4eac59815",607500000
"79e822115c5c1a4531366001",815800000
"d3ed5316a463d38c1bd321d0",6.65e+08
"2f1880c9b8f7ac2715e1236d",6.31e+08
"dcca1c7f109175760ff531c6",695600000
"dfc4f3facf91bbd93ee0fa4d",570200000
"30e134a6cbe61d7954d0f56b",674900000
"385fee7bd9ad7722d45dd034",599600000
"87199c236bf22903d1aafdd0",651900000
"19e19ad0cd6b5e84d8aa970e",705200000
"907f968e78d748fde69dd44f",631500000
"be094e5db0f784e3aa013aae",601500000
"7ab96f83915bc84f8c03c1bd",660700000
"07f4aa9b9ff5b0b05d31e6c0",701900000
"e9be8cd37abed8ab510ba1f5",885400000
"5f6ad58df27b562db077b5ce",701700000
"ee96d947484aaace40f9b77f",666800000
"15c4aef8401208054697b81e",899600000
"22d6cb11333f2839b8112b89",796300000
"288c09c33907dadbae495c11",1035500000
"f71d2bca0c5fe2720a1544c4",595400000
"451744cf3ce55a98db8a3562",670400000
"fba9ae05a6a8a9e0c6268a9f",557800000
"1338e58f7dcebf5a1ea59388",7.2e+08
"a817e8da0ada143ac87277ee",522600000
"46d8bb3e9a0ca584d3c7a317",590700000
"b2506aa9463aebf01e1e00ca",658500000
"7ec025b9b6e6f33bf65af41b",644400000
"2ff531e27672ecd2362eed55",6.18e+08
"9b3cf0d1b91b9c6a2a887647",543400000
"7db5291ce4602d9b2b266872",653800000
"65d5918e826c33bb950fc008",692500000
"395c34e4b8f52cbdb0522459",679800000
"855f4b67d2bd6d18fd03d8e7",5.98e+08
"9ff06409b37e5b5dece4604a",740500000
"0508cd7bd2c77ebb6fea1e56",603100000
"b45fff2e718e54772d46a3fd",684700000
"cf4d2297b73dbc357d21e31b",563100000
"0ada7044c5b29925abc90879",672400000
"6305f02255274ab5fb6bd39c",686700000
"d9a94194ae1350512beff3e6",658300000
"e3896296cb80d50d9ad3f903",747200000
"6514f355887c64136edb5595",754800000
"f03400cc18e12903b3ffbe5a",851500000
"4e134600155a64783b3f8c3e",791300000
"d63ebc63c82fbf66d8b6ffd3",731600000
"1bd64811bd59706844230198",8.14e+08
"a83921284639eedd4a511cb6",694400000
"a2f3f7a1cd573e2a33f52e2d",770400000
"47344a66471fa51f61c64652",762100000
"78fd849c9429091347d7e5c9",728800000
"c3daf2abea55af99c9579319",802200000
"52864916eb1984abca41ec66",936300000
"c62494a9d7aede44f2f84023",807200000
"a2b576643f7a032371587e5e",864300000
"e53bc68f0e97ccead24f3e56",686900000
"fd82c710aad91bc90af490fe",680800000
"d436abc2ee37ba3dd561e940",816500000
"216a598114a403676011cb51",5.21e+08
"ea230d5eccd2b687888173bb",602100000
"18bd0dd7580f2a7cb19a90b9",516300000
"b143c8ca6d334f6a73c3f2a0",547700000
"ab388cb4fa511968783bafee",660700000
"6a4f08cd04d558a56af732d9",614900000
"7216c895aa047c4f405c4941",726100000
"a493488dcd906dc74cf8a604",618200000
"7844b0b2bc65dced90a355c6",702100000
"c1976383069b6b82ab29d092",708900000
"e5cfd99e2308b7b73581dbdc",5.98e+08
"c18c2ea88f4ac53970b53d2c",689400000
"842c9f0e4edf1e5a672ce15e",685700000
"7dd1e46dcbddc6bf5ef694de",546900000
"6cc4f32b39180bd1ec7e117b",8.19e+08
"79e643789a85dc4ffad49a25",823600000
"b3402a9173d289d6db78e09d",948500000
"a446507813234e358db8b573",637100000
"c8ef57ddfb35061d1876f94e",699200000
"360be0df2c003005e3db080e",7.35e+08
"9ab245a4c91877cb7a8661ce",739600000
"a57a34c7486e7a40e8deb316",688800000
"ceba7d0f56f6cb03538962fb",663700000
"d5475993f9db58c3e4baf7a3",779700000
"d37a1dda09e30da13ff5bfc3",742500000
"68a8b8d077a8232723bf37e9",701700000
"e1eea7716ca6490b7640717a",736900000
"4ae6d75b10848d259ecba576",716800000
"17afbce5c0b56732abbea936",727100000
"84a2673eccd3cf3bd7fd3eb0",936300000
"f2f4e6cbafe527b155707f01",796300000
"de2e3a592cda5b76c9573c5c",793300000
"fac651cf404a58f24dc7d286",835100000
"e6f312a0877af26b69855a3d",7.79e+08
"333a643c623a9bc75f3a40f2",7.82e+08
"64593641e470908ef23b46cb",917900000
"ce9f2f0071be658ae75ca6f9",864300000
"9ab385e399a4673732b6a799",724700000
"3429c774b736cefc051e2c55",606200000
"a51ad0372758b2bbfe73f8fd",649500000
"8c801a266256e3fbabe7e3d2",580400000
"ca2f81b8fb6fda20aefb0ccb",675600000
"3c1b1f86087f9b99380e387c",624900000
"b0cad5d612954b8cab18101c",866500000
