"property_id","price"
"d56159653f5d2abc5ed5acd7",639500000
"45550aa81c0151f1fd9fd8fe",5.38e+08
"735deef3382aa15930482f3e",4.74e+08
"0dd49fa8bb7be52b851c6dc9",761700000
"7d3220a91e78f8bc2924d1cd",736400000
"d3054072b2175deec2c1f8dc",421500000
"b7574b06d593fca4eac59815",421500000
"79e822115c5c1a4531366001",565800000
"d3ed5316a463d38c1bd321d0",691200000
"2f1880c9b8f7ac2715e1236d",615400000
"dcca1c7f109175760ff531c6",576900000
"dfc4f3facf91bbd93ee0fa4d",394500000
"30e134a6cbe61d7954d0f56b",408200000
"385fee7bd9ad7722d45dd034",454500000
"87199c236bf22903d1aafdd0",454500000
"19e19ad0cd6b5e84d8aa970e",442500000
"907f968e78d748fde69dd44f",450500000
"be094e5db0f784e3aa013aae",455900000
"7ab96f83915bc84f8c03c1bd",407400000
"07f4aa9b9ff5b0b05d31e6c0",709900000
"e9be8cd37abed8ab510ba1f5",633600000
"5f6ad58df27b562db077b5ce",703300000
"ee96d947484aaace40f9b77f",6e+08
"15c4aef8401208054697b81e",967500000
"22d6cb11333f2839b8112b89",747800000
"288c09c33907dadbae495c11",846800000
"f71d2bca0c5fe2720a1544c4",438800000
"451744cf3ce55a98db8a3562",501800000
"fba9ae05a6a8a9e0c6268a9f",393700000
"1338e58f7dcebf5a1ea59388",482600000
"a817e8da0ada143ac87277ee",388800000
"46d8bb3e9a0ca584d3c7a317",450200000
"b2506aa9463aebf01e1e00ca",4.25e+08
"7ec025b9b6e6f33bf65af41b",433300000
"2ff531e27672ecd2362eed55",539100000
"9b3cf0d1b91b9c6a2a887647",4.89e+08
"7db5291ce4602d9b2b266872",560400000
"65d5918e826c33bb950fc008",618500000
"395c34e4b8f52cbdb0522459",512200000
"855f4b67d2bd6d18fd03d8e7",454900000
"9ff06409b37e5b5dece4604a",6.75e+08
"0508cd7bd2c77ebb6fea1e56",487700000
"b45fff2e718e54772d46a3fd",521500000
"cf4d2297b73dbc357d21e31b",531100000
"0ada7044c5b29925abc90879",535900000
"6305f02255274ab5fb6bd39c",616100000
"d9a94194ae1350512beff3e6",655500000
"e3896296cb80d50d9ad3f903",646500000
"6514f355887c64136edb5595",695700000
"f03400cc18e12903b3ffbe5a",879200000
"4e134600155a64783b3f8c3e",680900000
"d63ebc63c82fbf66d8b6ffd3",606100000
"1bd64811bd59706844230198",855400000
"a83921284639eedd4a511cb6",706500000
"a2f3f7a1cd573e2a33f52e2d",680700000
"47344a66471fa51f61c64652",759100000
"78fd849c9429091347d7e5c9",606600000
"c3daf2abea55af99c9579319",704900000
"52864916eb1984abca41ec66",877600000
"c62494a9d7aede44f2f84023",747800000
"a2b576643f7a032371587e5e",908700000
"e53bc68f0e97ccead24f3e56",560900000
"fd82c710aad91bc90af490fe",454600000
"d436abc2ee37ba3dd561e940",747300000
"216a598114a403676011cb51",5.31e+08
"ea230d5eccd2b687888173bb",6.69e+08
"18bd0dd7580f2a7cb19a90b9",395900000
"b143c8ca6d334f6a73c3f2a0",434300000
"ab388cb4fa511968783bafee",407400000
"6a4f08cd04d558a56af732d9",451500000
"7216c895aa047c4f405c4941",624100000
"a493488dcd906dc74cf8a604",4.52e+08
"7844b0b2bc65dced90a355c6",828500000
"c1976383069b6b82ab29d092",467400000
"e5cfd99e2308b7b73581dbdc",461500000
"c18c2ea88f4ac53970b53d2c",438200000
"842c9f0e4edf1e5a672ce15e",585300000
"7dd1e46dcbddc6bf5ef694de",415100000
"6cc4f32b39180bd1ec7e117b",816600000
"79e643789a85dc4ffad49a25",673700000
"b3402a9173d289d6db78e09d",712400000
"a446507813234e358db8b573",555500000
"c8ef57ddfb35061d1876f94e",814600000
"360be0df2c003005e3db080e",661800000
"9ab245a4c91877cb7a8661ce",744800000
"a57a34c7486e7a40e8deb316",653300000
"ceba7d0f56f6cb03538962fb",616100000
"d5475993f9db58c3e4baf7a3",664200000
"d37a1dda09e30da13ff5bfc3",623300000
"68a8b8d077a8232723bf37e9",703300000
"e1eea7716ca6490b7640717a",647100000
"4ae6d75b10848d259ecba576",663200000
"17afbce5c0b56732abbea936",788700000
"84a2673eccd3cf3bd7fd3eb0",877600000
"f2f4e6cbafe527b155707f01",747800000
