"property_id","price"
"d56159653f5d2abc5ed5acd7",981800000
"45550aa81c0151f1fd9fd8fe",740600000
"735deef3382aa15930482f3e",567600000
"0dd49fa8bb7be52b851c6dc9",860800000
"7d3220a91e78f8bc2924d1cd",804500000
"d3054072b2175deec2c1f8dc",471400000
"b7574b06d593fca4eac59815",471200000
"79e822115c5c1a4531366001",834500000
"d3ed5316a463d38c1bd321d0",723200000
"2f1880c9b8f7ac2715e1236d",612800000
"dcca1c7f109175760ff531c6",721700000
"dfc4f3facf91bbd93ee0fa4d",477600000
"30e134a6cbe61d7954d0f56b",4.41e+08
"385fee7bd9ad7722d45dd034",530300000
"87199c236bf22903d1aafdd0",530300000
"19e19ad0cd6b5e84d8aa970e",555800000
"907f968e78d748fde69dd44f",621400000
"be094e5db0f784e3aa013aae",604700000
"7ab96f83915bc84f8c03c1bd",433700000
"07f4aa9b9ff5b0b05d31e6c0",756800000
"e9be8cd37abed8ab510ba1f5",982700000
"5f6ad58df27b562db077b5ce",749500000
"ee96d947484aaace40f9b77f",668100000
"15c4aef8401208054697b81e",970600000
"22d6cb11333f2839b8112b89",976700000
"288c09c33907dadbae495c11",1010200000
"f71d2bca0c5fe2720a1544c4",457800000
"451744cf3ce55a98db8a3562",618100000
"fba9ae05a6a8a9e0c6268a9f",465200000
"1338e58f7dcebf5a1ea59388",677100000
"a817e8da0ada143ac87277ee",479500000
"46d8bb3e9a0ca584d3c7a317",451500000
"b2506aa9463aebf01e1e00ca",469900000
"7ec025b9b6e6f33bf65af41b",460200000
"2ff531e27672ecd2362eed55",553800000
"9b3cf0d1b91b9c6a2a887647",635200000
"7db5291ce4602d9b2b266872",598800000
"65d5918e826c33bb950fc008",679900000
"395c34e4b8f52cbdb0522459",561500000
"855f4b67d2bd6d18fd03d8e7",530500000
"9ff06409b37e5b5dece4604a",8.03e+08
"0508cd7bd2c77ebb6fea1e56",448700000
"b45fff2e718e54772d46a3fd",5.62e+08
"cf4d2297b73dbc357d21e31b",494600000
"0ada7044c5b29925abc90879",551300000
"6305f02255274ab5fb6bd39c",675400000
"d9a94194ae1350512beff3e6",647300000
"e3896296cb80d50d9ad3f903",682100000
"6514f355887c64136edb5595",819700000
"f03400cc18e12903b3ffbe5a",1071400000
"4e134600155a64783b3f8c3e",807600000
"d63ebc63c82fbf66d8b6ffd3",729200000
"1bd64811bd59706844230198",937400000
"a83921284639eedd4a511cb6",690700000
"a2f3f7a1cd573e2a33f52e2d",777500000
"47344a66471fa51f61c64652",769800000
"78fd849c9429091347d7e5c9",725100000
"c3daf2abea55af99c9579319",812800000
"52864916eb1984abca41ec66",1083200000
"c62494a9d7aede44f2f84023",8.95e+08
"a2b576643f7a032371587e5e",1.095e+09
"e53bc68f0e97ccead24f3e56",6.86e+08
"fd82c710aad91bc90af490fe",6.81e+08
"d436abc2ee37ba3dd561e940",993900000
"216a598114a403676011cb51",560800000
"ea230d5eccd2b687888173bb",825100000
"18bd0dd7580f2a7cb19a90b9",469600000
"b143c8ca6d334f6a73c3f2a0",412500000
"ab388cb4fa511968783bafee",433700000
"6a4f08cd04d558a56af732d9",6.14e+08
"7216c895aa047c4f405c4941",722200000
"a493488dcd906dc74cf8a604",614200000
"7844b0b2bc65dced90a355c6",773700000
"c1976383069b6b82ab29d092",554800000
"e5cfd99e2308b7b73581dbdc",532200000
"c18c2ea88f4ac53970b53d2c",532500000
"842c9f0e4edf1e5a672ce15e",750400000
"7dd1e46dcbddc6bf5ef694de",380700000
"6cc4f32b39180bd1ec7e117b",1014900000
"79e643789a85dc4ffad49a25",8.18e+08
"b3402a9173d289d6db78e09d",1069200000
"a446507813234e358db8b573",709400000
"c8ef57ddfb35061d1876f94e",835100000
"360be0df2c003005e3db080e",813300000
"9ab245a4c91877cb7a8661ce",890300000
"a57a34c7486e7a40e8deb316",682900000
"ceba7d0f56f6cb03538962fb",590400000
"d5475993f9db58c3e4baf7a3",814400000
"d37a1dda09e30da13ff5bfc3",6.71e+08
"68a8b8d077a8232723bf37e9",749500000
"e1eea7716ca6490b7640717a",734700000
"4ae6d75b10848d259ecba576",648300000
"17afbce5c0b56732abbea936",793600000
"84a2673eccd3cf3bd7fd3eb0",1083200000
"f2f4e6cbafe527b155707f01",976700000
"de2e3a592cda5b76c9573c5c",981200000
"fac651cf404a58f24dc7d286",1053500000
"e6f312a0877af26b69855a3d",989100000
"333a643c623a9bc75f3a40f2",896300000
"64593641e470908ef23b46cb",1.211e+09
"ce9f2f0071be658ae75ca6f9",1.095e+09
"9ab385e399a4673732b6a799",734300000
"3429c774b736cefc051e2c55",489500000
"a51ad0372758b2bbfe73f8fd",527900000
"8c801a266256e3fbabe7e3d2",596200000
"ca2f81b8fb6fda20aefb0ccb",6.87e+08
"3c1b1f86087f9b99380e387c",621400000
"b0cad5d612954b8cab18101c",981300000
"7eb991f4c69215377e4dac8f",736300000
"0d130b8bea4321300396fa34",821900000
"8dfa059401e1dca80ae65ae1",667500000
"3e3f264cd0ac7a65ed2349a2",682900000
"112dce80bf512f3f24391d23",532500000
"ff25ded6333278149f8fb68f",736400000
"d555b82c192794e87e9d536f",644900000
"a787382d96ef9fce8f27bc70",734100000
"8c3aa295f7bcfd9a43eb2037",610500000
"13ac95652fb3cf6c43dafc66",4.19e+08
"42fc6a80b882c32f6264ac10",504900000
"1e9c53e09220d689a0210ab9",457900000
"3348706086aa3db5c92259c3",4.75e+08
"66d402a9b7d05f29282ddb00",385600000
"cf88be51d6f31c10e5868ff7",487700000
"30b3f38716be209a894b0942",420600000
"0a5908a92d0ba3e36f54b1f3",606500000
"dd206b6ea2d7f6555109ea39",564800000
"c641febd8bc2ece3e4d2d8b6",631300000
"c11fdc02a288af0572a2bca1",787800000
"35dc60a65969b264ab283d6d",6.26e+08
"d9cb0f637cd4feaaaf8a21c0",828800000
"7e8dfae9a5f1faf8afa706f7",459200000
